der	0.039528872305513725
die	0.03235181730315359
und	0.026204230259165188
in	0.018975477084223067
von	0.012823394546966667
den	0.010146328305873363
des	0.009519206994987525
das	0.009334891770999573
im	0.008874103711029693
mit	0.007988491537233923
ist	0.007734496167591989
als	0.006509474252062307
zu	0.006498235518892311
eine	0.006156578030524399
auf	0.005985749286340444
dem	0.005893591674346468
sich	0.005560925172514554
auch	0.0052080289509766455
ein	0.005046191193328688
für	0.0049495380880667135
nach	0.004324664523814876
aus	0.004007732248420958
bearbeiten	0.003989750275348963
wurde	0.003895344916720987
es	0.003760480118681022
nicht	0.003760480118681022
sind	0.0037177729326350333
an	0.0034795117894310954
wird	0.003434556856751107
oder	0.0033648767110971253
werden	0.0033289127649531345
bei	0.0031401020476971835
durch	0.0031063858481871925
einer	0.003011980489559217
sie	0.0029895030232192227
am	0.0027489941333812854
dass	0.002726516667041291
er	0.002634359055047315
zum	0.0025556879228573353
bis	0.002546696936321338
s	0.0025399536964193395
wie	0.0022544898739014136
zur	0.002223021421025422
über	0.0021848097282474318
war	0.0020904043696194567
einem	0.0020836611297174582
einen	0.002034210703769471
um	0.0020049899975274786
nur	0.0019600350648474904
the	0.0018746206927555127
vor	0.0018341612533435232
dieser	0.0018139315336375284
of	0.001795949560565533
unter	0.0016835622288655623
diese	0.001638607296185574
etwa	0.0016273685630155768
hat	0.0016093865899435816
wurden	0.001600395603407584
so	0.0015711748971655914
kann	0.0014857605250736137
a	0.0014722740452696172
noch	0.001465530805367619
aber	0.0014632830587336196
vom	0.0014183281260536312
seit	0.001276720088111668
zwischen	0.0012340129020656791
isbn	0.0011868102227516914
de	0.0011688282496796962
vector	0.0011373597968037043
jedoch	0.001135112050169705
stadt	0.0011126345838297106
b	0.0010991481040257141
jahre	0.0010834138775877183
eines	0.0010834138775877183
ddr	0.0010721751444177211
man	0.0010721751444177211
gibt	0.001027220211737733
sowie	9.95751758861741E-4
zwei	9.935040122277417E-4
siehe	9.867607723257434E-4
da	9.710265458877475E-4
ab	9.552923194497516E-4
seele	9.350625997437569E-4
jahr	9.328148531097574E-4
haben	9.148328800377621E-4
waren	9.080896401357639E-4
euro	8.743734406257726E-4
sein	8.721256939917733E-4
während	8.676302007237744E-4
and	8.676302007237744E-4
zeit	8.541437209197779E-4
jahren	8.518959742857785E-4
weitere	8.38409494481782E-4
ersten	8.339140012137831E-4
gegen	8.339140012137831E-4
geschichte	8.249230146777855E-4
km	8.181797747757873E-4
c	8.159320281417878E-4
m	8.046932949717908E-4
mehr	8.024455483377913E-4
heute	7.979500550697925E-4
menschen	7.979500550697925E-4
sehr	7.777203353637978E-4
seine	7.777203353637978E-4
ihre	7.484996291218053E-4
wikipedia	7.484996291218053E-4
us	7.35013149317809E-4
jahrhundert	7.3051765604981E-4
prozent	7.102879363438153E-4
wenn	7.08040189709816E-4
alle	7.03544696441817E-4
teil	7.03544696441817E-4
damit	7.012969498078177E-4
änderungen	6.990492031738182E-4
anderen	6.968014565398188E-4
allem	6.9230596327182E-4
anzeigen	6.900582166378205E-4
http	6.878104700038212E-4
können	6.878104700038212E-4
bevölkerung	6.855627233698217E-4
seiner	6.855627233698217E-4
sonne	6.833149767358223E-4
deutschland	6.76571736833824E-4
drei	6.743239901998247E-4
ihrer	6.630852570298276E-4
dies	6.585897637618287E-4
welt	6.38360044055834E-4
keine	6.361122974218346E-4
venus	6.338645507878352E-4
erste	6.27121310885837E-4
liegt	6.068915911798422E-4
große	6.001483512778439E-4
wieder	5.979006046438445E-4
was	5.956528580098451E-4
dabei	5.911573647418464E-4
v	5.866618714738474E-4
andere	5.754231383038504E-4
hatte	5.709276450358516E-4
viele	5.664321517678527E-4
dazu	5.664321517678527E-4
leben	5.664321517678527E-4
bereits	5.551934185978556E-4
sondern	5.484501786958574E-4
einwohner	5.484501786958574E-4
f	5.462024320618579E-4
deutschen	5.439546854278586E-4
hauptstadt	5.394591921598597E-4
eu	5.372114455258603E-4
erde	5.372114455258603E-4
org	5.372114455258603E-4
großen	5.327159522578614E-4
literatur	5.282204589898626E-4
millionen	5.259727123558633E-4
allerdings	5.237249657218638E-4
hier	5.147339791858661E-4
später	5.124862325518668E-4
selbst	5.124862325518668E-4
kunst	5.102384859178673E-4
erst	5.057429926498686E-4
republik	5.034952460158691E-4
perikles	5.012474993818696E-4
details	4.989997527478703E-4
land	4.967520061138708E-4
wikimedia	4.900087662118726E-4
d	4.877610195778732E-4
z	4.8326552630987435E-4
staaten	4.8101777967587495E-4
e	4.8101777967587495E-4
i	4.787700330418755E-4
x	4.787700330418755E-4
neben	4.765222864078761E-4
dieses	4.742745397738767E-4
europa	4.720267931398773E-4
konnte	4.720267931398773E-4
dann	4.6753129987187845E-4
deren	4.6753129987187845E-4
ende	4.6753129987187845E-4
seite	4.6753129987187845E-4
stabilen	4.630358066038796E-4
ihr	4.630358066038796E-4
versionen	4.585403133358808E-4
zeige	4.585403133358808E-4
immer	4.5629256670188135E-4
warschau	4.5629256670188135E-4
oft	4.5629256670188135E-4
simplesearch	4.5404482006788195E-4
logbuch	4.5404482006788195E-4
runonloadhook	4.5404482006788195E-4
diesem	4.5179707343388255E-4
aufgrund	4.495493267998831E-4
pro	4.473015801658837E-4
bezeichnet	4.450538335318843E-4
weblinks	4.450538335318843E-4
ohne	4.450538335318843E-4
sprachen	4.450538335318843E-4
schon	4.4055834026388545E-4
beim	4.4055834026388545E-4
sei	4.2707186045988895E-4
u	4.2482411382588955E-4
h	4.2257636719189015E-4
dort	4.203286205578907E-4
tee	4.203286205578907E-4
